Survey,State,6-Digit,County,Place,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2005,17,001000,095,0005,999,99999, , ,61410      ,2,3,12,Abingdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,001900,099,    ,999,99999, , ,60531      ,2,3,12,Adams township,2,2,370000,0,0,0,0,0,0,0,0,0,2,2,370000,0,0,0,0,0,0,0,0,0
2005,17,002800,043,0015,176,16980, , ,601012786  ,2,3,12,Addison village,81,81,21318000,0,0,0,0,0,0,2,48,8350000,81,81,21318000,0,0,0,0,0,0,2,48,8350000
2005,17,004900,195,0025,999,99999, , ,61230      ,2,3,12,Albany village,5,5,715000,0,0,0,0,0,0,0,0,0,5,5,715000,0,0,0,0,0,0,0,0,0
2005,17,005200,027,0030,476,41180, , ,62215      ,2,3,12,Albers village,22,22,3639024,0,0,0,0,0,0,0,0,0,22,22,3639024,0,0,0,0,0,0,0,0,0
2005,17,006100,131,0040,999,19340, , ,61231      ,2,3,12,Aledo,7,7,778000,0,0,0,0,0,0,1,66,3500000,7,7,778000,0,0,0,0,0,0,1,66,3500000
2005,17,006400,003,    ,999,99999, , ,62969      ,2,3,12,Alexander County Unincorporated Area,5,5,580900,0,0,0,0,0,0,0,0,0,5,5,580900,0,0,0,0,0,0,0,0,0
2005,17,007000,187,0045,999,99999,2, ,61412      ,2,3,12,Alexis village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,007900,111,0050,176,16980,2, ,60102      ,2,3,12,Algonquin village,246,246,40275143,0,0,0,13,48,3536645,0,0,0,246,246,40275143,0,0,0,13,48,3536645,0,0,0
2005,17,008500,119,0055,476,41180, , ,62001      ,2,3,12,Alhambra village,1,1,90000,0,0,0,0,0,0,0,0,0,1,1,90000,0,0,0,0,0,0,0,0,0
2005,17,009400,185,0060,999,99999, , ,62410      ,2,3,12,Allendale village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,009700,139,0065,999,99999, , ,61951      ,2,3,0,Allenville village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,010300,183,0070,999,19180,2, ,61810      ,2,3,12,Allerton village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,012100,073,0085,999,19340, , ,61413      ,2,3,12,Alpha village,1,1,125000,0,0,0,0,0,0,0,0,0,1,1,125000,0,0,0,0,0,0,0,0,0
2005,17,012700,031,0095,176,16980, , ,60658      ,2,3,12,Alsip village,15,15,2025500,0,0,0,4,16,1020000,0,0,0,15,15,2025500,0,0,0,4,16,1020000,0,0,0
2005,17,013000,049,0100,999,99999, , ,62411      ,2,3,12,Altamont,6,6,723900,0,0,0,0,0,0,0,0,0,6,6,723900,0,0,0,0,0,0,0,0,0
2005,17,013900,119,0115,476,41180,2, ,62002      ,2,3,12,Alton,48,48,4331000,0,0,0,0,0,0,1,20,300000,48,48,4331000,0,0,0,0,0,0,1,20,300000
2005,17,015100,103,0130,999,99999, , ,61310      ,2,3,12,Amboy,7,7,450000,0,0,0,0,0,0,0,0,0,7,7,450000,0,0,0,0,0,0,0,0,0
2005,17,016300,113,0133,999,14060, , ,61720      ,2,3,12,Anchor village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
