Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2008,01,001,3,6,Autauga County                ,173,173,26921591,0,0,0,0,0,0,0,0,0,173,173,26921591,0,0,0,0,0,0,0,0,0
2008,01,003,3,6,Baldwin County                ,1268,1268,202554421,13,26,1917221,3,9,453200,53,863,54381662,1210,1210,196033075,13,26,1917221,3,9,453200,47,798,49221009
2008,01,005,3,6,Barbour County                ,14,14,3823800,0,0,0,0,0,0,0,0,0,14,14,3823800,0,0,0,0,0,0,0,0,0
2008,01,007,3,6,Bibb County                   ,29,29,6734500,0,0,0,0,0,0,1,42,3000000,29,29,6734500,0,0,0,0,0,0,1,42,3000000
2008,01,009,3,6,Blount County                 ,14,14,2612541,3,6,176700,0,0,0,0,0,0,14,14,2612541,3,6,176700,0,0,0,0,0,0
2008,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,01,013,3,6,Butler County                 ,15,15,2128524,0,0,0,0,0,0,0,0,0,15,15,2128524,0,0,0,0,0,0,0,0,0
2008,01,015,3,6,Calhoun County                ,183,183,25425058,2,4,135000,1,4,100000,1,6,150000,183,183,25425058,2,4,135000,1,4,100000,1,6,150000
2008,01,017,3,6,Chambers County               ,3,3,300000,0,0,0,0,0,0,0,0,0,3,3,300000,0,0,0,0,0,0,0,0,0
2008,01,019,3,6,Cherokee County               ,16,16,2312000,0,0,0,1,4,151000,0,0,0,16,16,2312000,0,0,0,1,4,151000,0,0,0
2008,01,021,3,6,Chilton County                ,37,37,4970150,0,0,0,0,0,0,0,0,0,37,37,4970150,0,0,0,0,0,0,0,0,0
2008,01,023,3,6,Choctaw County                ,2,2,330000,0,0,0,0,0,0,0,0,0,1,1,130000,0,0,0,0,0,0,0,0,0
2008,01,025,3,6,Clarke County                 ,16,16,2479285,0,0,0,0,0,0,6,48,4100000,15,15,2299285,0,0,0,0,0,0,6,48,4100000
2008,01,027,3,6,Clay County                   ,2,2,137000,0,0,0,0,0,0,0,0,0,2,2,137000,0,0,0,0,0,0,0,0,0
2008,01,029,3,6,Cleburne County               ,13,13,2148000,0,0,0,0,0,0,0,0,0,13,13,2148000,0,0,0,0,0,0,0,0,0
2008,01,031,3,6,Coffee County                 ,255,255,29764965,0,0,0,0,0,0,1,10,150000,250,250,29017215,0,0,0,0,0,0,1,10,150000
2008,01,033,3,6,Colbert County                ,128,128,15427916,0,0,0,0,0,0,7,64,2200000,128,128,15427916,0,0,0,0,0,0,7,64,2200000
2008,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,5,48,3200000,0,0,0,0,0,0,0,0,0,5,48,3200000
2008,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,01,039,3,6,Covington County              ,13,13,2526500,0,0,0,0,0,0,0,0,0,13,13,2526500,0,0,0,0,0,0,0,0,0
2008,01,041,3,6,Crenshaw County               ,8,8,1106500,0,0,0,0,0,0,0,0,0,8,8,1106500,0,0,0,0,0,0,0,0,0
2008,01,043,3,6,Cullman County                ,51,51,5662158,0,0,0,0,0,0,0,0,0,25,25,4244710,0,0,0,0,0,0,0,0,0
2008,01,045,3,6,Dale County                   ,55,55,5224830,0,0,0,2,8,720960,0,0,0,42,42,4054830,0,0,0,2,8,720960,0,0,0
