Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2006,01,001,3,6,Autauga County                ,347,347,61035911,0,0,0,0,0,0,0,0,0,321,321,57566082,0,0,0,0,0,0,0,0,0
2006,01,003,3,6,Baldwin County                ,2776,2776,478261795,11,22,3151565,8,31,4348361,128,2857,635130916,2674,2674,468564237,11,22,3151565,8,31,4348361,128,2857,635130916
2006,01,005,3,6,Barbour County                ,26,26,4268664,0,0,0,0,0,0,0,0,0,24,24,4019500,0,0,0,0,0,0,0,0,0
2006,01,007,3,6,Bibb County                   ,12,12,1828432,0,0,0,0,0,0,0,0,0,12,12,1828432,0,0,0,0,0,0,0,0,0
2006,01,009,3,6,Blount County                 ,39,39,7784254,10,20,783900,0,0,0,4,32,2653000,39,39,7784254,10,20,783900,0,0,0,4,32,2653000
2006,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,1,40,2404000,0,0,0,0,0,0,0,0,0,1,40,2404000
2006,01,013,3,6,Butler County                 ,22,22,3054480,0,0,0,0,0,0,0,0,0,22,22,3054480,0,0,0,0,0,0,0,0,0
2006,01,015,3,6,Calhoun County                ,232,232,32137720,7,14,523000,6,24,540000,1,7,180000,203,203,27118621,7,14,523000,6,24,540000,1,7,180000
2006,01,017,3,6,Chambers County               ,22,22,2036074,0,0,0,0,0,0,0,0,0,11,11,733674,0,0,0,0,0,0,0,0,0
2006,01,019,3,6,Cherokee County               ,47,47,5307200,0,0,0,0,0,0,5,100,10921698,47,47,5307200,0,0,0,0,0,0,5,100,10921698
2006,01,021,3,6,Chilton County                ,105,105,14311710,0,0,0,0,0,0,4,32,950000,105,105,14311710,0,0,0,0,0,0,4,32,950000
2006,01,023,3,6,Choctaw County                ,6,6,758975,0,0,0,0,0,0,0,0,0,1,1,158975,0,0,0,0,0,0,0,0,0
2006,01,025,3,6,Clarke County                 ,20,20,2710780,0,0,0,0,0,0,1,16,1300000,19,19,2530780,0,0,0,0,0,0,1,16,1300000
2006,01,027,3,6,Clay County                   ,5,5,725000,0,0,0,0,0,0,0,0,0,5,5,725000,0,0,0,0,0,0,0,0,0
2006,01,029,3,6,Cleburne County               ,5,5,750000,0,0,0,0,0,0,3,30,1200000,5,5,750000,0,0,0,0,0,0,3,30,1200000
2006,01,031,3,6,Coffee County                 ,344,344,45139935,0,0,0,0,0,0,0,0,0,344,344,45139935,0,0,0,0,0,0,0,0,0
2006,01,033,3,6,Colbert County                ,200,200,20523721,0,0,0,0,0,0,0,0,0,194,194,19663321,0,0,0,0,0,0,0,0,0
2006,01,035,3,6,Conecuh County                ,5,5,403320,0,0,0,0,0,0,0,0,0,5,5,403320,0,0,0,0,0,0,0,0,0
2006,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,01,039,3,6,Covington County              ,19,19,2433790,0,0,0,0,0,0,0,0,0,19,19,2433790,0,0,0,0,0,0,0,0,0
2006,01,041,3,6,Crenshaw County               ,8,8,911100,0,0,0,0,0,0,0,0,0,8,8,911100,0,0,0,0,0,0,0,0,0
2006,01,043,3,6,Cullman County                ,82,82,6971250,1,2,80000,0,0,0,0,0,0,36,36,4463458,1,2,80000,0,0,0,0,0,0
2006,01,045,3,6,Dale County                   ,95,95,9147868,0,0,0,0,0,0,0,0,0,71,71,7873760,0,0,0,0,0,0,0,0,0
